"","Year","name","value"
"239","2015","longshore_wind_April_South",1.36047344700292
"240","2015","longshore_wind_May_South",0.296277741317164
"241","2016","crossshore_wind_April_North",-2.54982705295869
"242","2016","crossshore_wind_May_North",-0.0403050865276332
"243","2016","crossshore_wind_April_South",-1.671600430725
"244","2016","crossshore_wind_May_South",0.261629509039022
"245","2016","longshore_wind_April_North",1.25865007051205
"246","2016","longshore_wind_May_North",-0.0459619407771256
"247","2016","longshore_wind_April_South",0.322440692221065
"248","2016","longshore_wind_May_South",0.354967604155647
"249","2017","crossshore_wind_April_North",0.226981276760879
"250","2017","crossshore_wind_May_North",2.25142799129797
"251","2017","crossshore_wind_April_South",0.265165042944954
"252","2017","crossshore_wind_May_South",1.28976276888426
"253","2017","longshore_wind_April_North",-3.05682261506945
"254","2017","longshore_wind_May_North",-1.64473037303991
"255","2017","longshore_wind_April_South",2.45012499681139
"256","2017","longshore_wind_May_South",-1.61220346110533
"257","2018","crossshore_wind_April_North",1.95939289066792
"258","2018","crossshore_wind_May_North",4.06727820538502
"259","2018","crossshore_wind_April_South",1.41987041662259
"260","2018","crossshore_wind_May_South",3.38350594797763
"261","2018","longshore_wind_April_North",2.70468343803854
"262","2018","longshore_wind_May_North",3.47472272275069
"263","2018","longshore_wind_April_South",3.04055915910216
"264","2018","longshore_wind_May_South",2.83196265865212
